Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,6,mg/L,,,,7/6/2010,8:00:00,7/6/2010 8:00,7/6/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,6.6,mg/L,,,,7/13/2010,7:59:00,7/13/2010 7:59,7/13/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,6.9,mg/L,,,,7/18/2010,13:05:00,7/18/2010 13:05,7/18/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,5,mg/L,,,,7/30/2010,8:25:00,7/30/2010 8:25,7/30/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,6.1,mg/L,,,,7/31/2010,7:41:00,7/31/2010 7:41,7/31/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,3.3,mg/L,,,,8/3/2010,8:00:00,8/3/2010 8:00,8/3/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  August 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,2.7,mg/L,,,,8/11/2010,7:59:00,8/11/2010 7:59,8/11/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  August 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,3.1,mg/L,,,,8/25/2010,13:05:00,8/25/2010 13:05,8/25/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  August 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,3,mg/L,,,,8/31/2010,8:00:00,8/31/2010 8:00,8/31/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  August 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,2.7,mg/L,,,,9/4/2010,8:36:00,9/4/2010 8:36,9/4/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,2.7,mg/L,,,,9/7/2010,8:00:00,9/7/2010 8:00,9/7/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,4,mg/L,,,,9/15/2010,8:20:00,9/15/2010 8:20,9/15/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,6.9,mg/L,,,,9/21/2010,7:45:00,9/21/2010 7:45,9/21/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,3.7,mg/L,,,,9/28/2010,8:01:00,9/28/2010 8:01,9/28/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,4,mg/L,,,,9/30/2010,8:00:00,9/30/2010 8:00,9/30/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  September 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,2.38,mg/L,,,,10/5/2010,11:20:00,10/5/2010 11:20,10/5/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,2.6,mg/L,,,,10/12/2010,7:55:00,10/12/2010 7:55,10/12/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,3.74,mg/L,,,,10/19/2010,8:10:00,10/19/2010 8:10,10/19/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Data Unavailable,,=,2.99,mg/L,,,,10/26/2010,7:46:00,10/26/2010 7:46,10/26/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,2.93,mg/L,,,,10/31/2010,8:00:00,10/31/2010 8:00,10/31/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3,mg/L,,,,11/2/2010,7:55:00,11/2/2010 7:55,11/2/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.1,mg/L,,,,11/9/2010,8:15:00,11/9/2010 8:15,11/9/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.2,mg/L,,,,11/16/2010,7:35:00,11/16/2010 7:35,11/16/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.1,mg/L,,,,11/23/2010,7:55:00,11/23/2010 7:55,11/23/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,3.1,mg/L,,,,11/30/2010,8:00:00,11/30/2010 8:00,11/30/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.1,mg/L,,,,11/30/2010,8:00:00,11/30/2010 8:00,11/30/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.7,mg/L,,,,12/7/2010,7:55:00,12/7/2010 7:55,12/7/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.2,mg/L,,,,12/14/2010,8:05:00,12/14/2010 8:05,12/14/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.7,mg/L,,,,12/21/2010,8:10:00,12/21/2010 8:10,12/21/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.4,mg/L,,,,12/28/2010,8:08:00,12/28/2010 8:08,12/28/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,3.8,mg/L,,,,12/31/2010,8:00:00,12/31/2010 8:00,12/31/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.2,mg/L,,,,1/4/2011,8:00:00,1/4/2011 8:00,1/4/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.3,mg/L,,,,1/11/2011,7:50:00,1/11/2011 7:50,1/11/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.2,mg/L,,,,1/19/2011,8:15:00,1/19/2011 8:15,1/19/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.1,mg/L,,,,1/25/2011,8:15:00,1/25/2011 8:15,1/25/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,4.5,mg/L,,,,1/31/2011,8:00:00,1/31/2011 8:00,1/31/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5,mg/L,,,,2/1/2011,8:15:00,2/1/2011 8:15,2/1/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5,mg/L,,,,2/8/2011,7:40:00,2/8/2011 7:40,2/8/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.8,mg/L,,,,2/15/2011,8:15:00,2/15/2011 8:15,2/15/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.8,mg/L,,,,2/22/2011,8:08:00,2/22/2011 8:08,2/22/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,5.1,mg/L,,,,2/28/2011,8:00:00,2/28/2011 8:00,2/28/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.4,mg/L,,,,3/2/2011,8:35:00,3/2/2011 8:35,3/2/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.2,mg/L,,,,3/8/2011,8:20:00,3/8/2011 8:20,3/8/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.5,mg/L,,,,3/16/2011,9:52:00,3/16/2011 9:52,3/16/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,7.1,mg/L,,,,3/23/2011,8:10:00,3/23/2011 8:10,3/23/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,6.7,mg/L,,,,3/29/2011,7:55:00,3/29/2011 7:55,3/29/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,5.8,mg/L,,,,3/31/2011,8:00:00,3/31/2011 8:00,3/31/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,6.1,mg/L,,,,4/5/2011,8:05:00,4/5/2011 8:05,4/5/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.5,mg/L,,,,4/23/2011,8:37:00,4/23/2011 8:37,4/23/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.7,mg/L,,,,4/26/2011,7:55:00,4/26/2011 7:55,4/26/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,5.4,mg/L,,,,4/30/2011,8:00:00,4/30/2011 8:00,4/30/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.7,mg/L,,,,5/4/2011,8:00:00,5/4/2011 8:00,5/4/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.9,mg/L,,,,5/10/2011,8:00:00,5/10/2011 8:00,5/10/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,7.1,mg/L,,,,5/16/2011,8:05:00,5/16/2011 8:05,5/16/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,7.3,mg/L,,,,5/24/2011,8:01:00,5/24/2011 8:01,5/24/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),,Average Monthly (AMEL),=,6.5,mg/L,,,,5/31/2011,8:00:00,5/31/2011 8:00,5/31/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.8,mg/L,,,,6/3/2011,7:38:00,6/3/2011 7:38,6/3/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  June 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5,mg/L,,,,6/6/2011,7:57:00,6/6/2011 7:57,6/6/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  June 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,6.2,mg/L,,,,6/15/2011,8:05:00,6/15/2011 8:05,6/15/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  June 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,6.2,mg/L,,,,6/21/2011,10:45:00,6/21/2011 10:45,6/21/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  June 2011,37.779167,-121.3,
EFF-001,Nitrite Plus Nitrate (as N),Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,6,mg/L,,,,6/27/2011,8:15:00,6/27/2011 8:15,6/27/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  June 2011,37.779167,-121.3,
