Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
EFF-001,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,46,lb/day,,,,7/6/2010,8:00:00,7/6/2010 8:00,7/6/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,0.9,mg/L,,,,7/6/2010,8:00:00,7/6/2010 8:00,7/6/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
LND-002,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,0.1,mg/L,,,,7/10/2010,8:00:00,7/10/2010 8:00,7/10/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
LND-002,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,0.4,mg/L,,,,7/11/2010,8:00:00,7/11/2010 8:00,7/11/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
EFF-001,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,26,lb/day,,,,7/13/2010,7:59:00,7/13/2010 7:59,7/13/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,0.5,mg/L,,,,7/13/2010,7:59:00,7/13/2010 7:59,7/13/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
LND-002,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,1.1,mg/L,,,,7/16/2010,8:00:00,7/16/2010 8:00,7/16/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
LND-001,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,0.8,mg/L,,,,7/18/2010,8:00:00,7/18/2010 8:00,7/18/2010,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
LND-002,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,1.7,mg/L,,,,7/18/2010,8:00:00,7/18/2010 8:00,7/18/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,,,
EFF-001,"Ammonia, Total (as N)",,Daily Maximum,=,66,lb/day,,,,7/18/2010,13:05:00,7/18/2010 13:05,7/18/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,"Ammonia, Total (as N)",,Daily Maximum,=,2.6,mg/L,,,,7/18/2010,13:05:00,7/18/2010 13:05,7/18/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,2.6,mg/L,,,,7/18/2010,13:05:00,7/18/2010 13:05,7/18/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
EFF-001,"Ammonia, Total (as N)",Standard Method (19th) 4500-NH: Nitrogen (Ammonia),,=,66,lb/day,,,,7/18/2010,13:05:00,7/18/2010 13:05,7/18/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  July 2010,37.779167,-121.3,
