Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-02-01,,2.0,,,,0.79,,,,27.85,,,,2000.0,15.054,,,,
2000-03-01,,3.0,,,,0.79,,,,27.85,,,,2000.0,14.426,,,,
2000-04-01,,4.0,,,,0.79,,,,27.85,,,,2000.0,13.95,,,,
2000-05-01,,5.0,,,,0.79,,,,27.85,,,,2000.0,13.552,,,,
2000-06-01,,6.0,,,,0.79,,,,27.85,,,,2000.0,13.487,,,,
2000-07-01,,7.0,,,,0.79,,,,27.85,,,,2000.0,13.403,,,,
2000-08-01,,8.0,,,,0.79,,,,27.85,,,,2000.0,13.439,,,,
2000-09-01,,9.0,,,,0.79,,,,27.85,,,,2000.0,13.57,,,,
2000-10-01,,10.0,,,,0.79,,,,27.85,,,,2000.0,13.754,,,,
2000-11-01,,11.0,,,,0.79,,,,27.85,,,,2000.0,13.777,,,,
2000-12-01,,12.0,,,,0.79,,,,27.85,,,,2000.0,13.587,,,,
2001-01-01,,1.0,,,,0.79,,,,27.85,,,,2001.0,13.513,,,,
2001-02-01,,2.0,,,,0.79,,,,27.85,,,,2001.0,14.161,,,,
2001-03-01,,3.0,,,,0.79,,,,27.85,,,,2001.0,13.9,,,,
2001-04-01,,4.0,,,,0.79,,,,27.85,,,,2001.0,13.51,,,,
2001-05-01,,5.0,,,,0.79,,,,27.85,,,,2001.0,13.406,,,,
2001-06-01,,6.0,,,,0.79,,,,27.85,,,,2001.0,13.64,,,,
2001-07-01,,7.0,,,,0.79,,,,27.85,,,,2001.0,13.31,,,,
2001-08-01,,8.0,,,,0.79,,,,27.85,,,,2001.0,12.235,,,,
2001-09-01,,9.0,,,,0.79,,,,27.85,,,,2001.0,12.32,,,,
2001-10-01,,10.0,,,,0.79,,,,27.85,,,,2001.0,12.132,,,,
2001-11-01,,11.0,,,,0.79,,,,27.85,,,,2001.0,12.357,,,,
2001-12-01,,12.0,,,,0.79,,,,27.85,,,,2001.0,13.9,,,,
2002-01-01,,1.0,,,,0.79,,,,27.85,,,,2002.0,12.984,,,,
2002-02-01,,2.0,,,,0.79,,,,27.85,,,,2002.0,12.425,,,,
2002-03-01,,3.0,,,,0.79,,,,27.85,,,,2002.0,12.206,,,,
2002-04-01,,4.0,,,,0.79,,,,27.85,,,,2002.0,10.387,,,,
2002-05-01,,5.0,,,,0.79,,,,27.85,,,,2002.0,9.894,,,,
2002-06-01,,6.0,,,,0.79,,,,27.85,,,,2002.0,10.593,,,,
2002-07-01,,7.0,,,,0.79,,,,27.85,,,,2002.0,8.961,,,,
2002-08-01,,8.0,,,,0.79,,,,27.85,,,,2002.0,9.123,,,,
2002-09-01,,9.0,,,,0.79,,,,27.85,,,,2002.0,8.18,,,,
2002-10-01,,10.0,,,,0.79,,,,27.85,,,,2002.0,9.077,,,,
2002-11-01,,11.0,,,,0.79,,,,27.85,,,,2002.0,9.38,,,,
2002-12-01,,12.0,,,,0.79,,,,27.85,,,,2002.0,11.11,,,,
2003-01-01,,1.0,,,,0.79,,,,27.85,,,,2003.0,9.994,,,,
2003-02-01,,2.0,,,,0.79,,,,27.85,,,,2003.0,10.357,,,,
2003-03-01,,3.0,,,,0.79,,,,27.85,,,,2003.0,8.713,,,,
2003-04-01,,4.0,,,,0.79,,,,27.85,,,,2003.0,10.05,,,,
2003-05-01,,5.0,,,,0.79,,,,27.85,,,,2003.0,10.639,,,,
2003-06-01,,6.0,,,,0.79,,,,27.85,,,,2003.0,9.627,,,,
2003-07-01,,7.0,,,,0.79,,,,27.85,,,,2003.0,7.89,,,,
2003-08-01,,8.0,,,,0.79,,,,27.85,,,,2003.0,8.365,,,,
2003-09-01,,9.0,,,,0.79,,,,27.85,,,,2003.0,8.293,,,,
2003-10-01,,10.0,,,,0.79,,,,27.85,,,,2003.0,8.177,,,,
2003-11-01,,11.0,,,,0.79,,,,27.85,,,,2003.0,9.987,,,,
2003-12-01,,12.0,,,,0.79,,,,27.85,,,,2003.0,11.526,,,,
2004-01-01,,1.0,,,,0.79,,,,27.85,,,,2004.0,10.771,,,,
2004-02-01,,2.0,,,,0.79,,,,27.85,,,,2004.0,9.852,,,,
2004-03-01,,3.0,,,,0.79,,,,27.85,,,,2004.0,9.042,,,,
2004-04-01,,4.0,,,,0.79,,,,27.85,,,,2004.0,8.447,,,,
2004-05-01,,5.0,,,,0.79,,,,27.85,,,,2004.0,9.584,,,,
2004-06-01,,6.0,,,,0.79,,,,27.85,,,,2004.0,9.173,,,,
2004-07-01,,7.0,,,,0.79,,,,27.85,,,,2004.0,8.087,,,,
2004-08-01,,8.0,,,,0.79,,,,27.85,,,,2004.0,7.89,,,,
2004-09-01,,9.0,,,,0.79,,,,27.85,,,,2004.0,8.293,,,,
2004-10-01,,10.0,,,,0.79,,,,27.85,,,,2004.0,8.842,,,,
2004-11-01,,11.0,,,,0.79,,,,27.85,,,,2004.0,10.6,,,,
2004-12-01,,12.0,,,,0.79,,,,27.85,,,,2004.0,10.716,,,,
2005-01-01,,1.0,,,,0.79,,,,27.85,,,,2005.0,11.519,,,,
2005-02-01,,2.0,,,,0.79,,,,27.85,,,,2005.0,10.518,,,,
2005-03-01,,3.0,,,,0.79,,,,27.85,,,,2005.0,10.397,,,,
2005-04-01,,4.0,,,,0.79,,,,27.85,,,,2005.0,10.067,,,,
2005-05-01,,5.0,,,,0.79,,,,27.85,,,,2005.0,12.019,,,,
2005-06-01,,6.0,,,,0.79,,,,27.85,,,,2005.0,9.88,,,,
2005-07-01,,7.0,,,,0.79,,,,27.85,,,,2005.0,8.281,,,,
2005-08-01,,8.0,,,,0.79,,,,27.85,,,,2005.0,8.219,,,,
2005-09-01,,9.0,,,,0.79,,,,27.85,,,,2005.0,8.677,,,,
2005-10-01,,10.0,,,,0.79,,,,27.85,,,,2005.0,8.71,,,,
2005-11-01,,11.0,,,,0.79,,,,27.85,,,,2005.0,8.623,,,,
2005-12-01,,12.0,,,,0.79,,,,27.85,,,,2005.0,10.071,,,,
2006-01-01,,1.0,,,,0.79,,,,27.85,,,,2006.0,11.745,,,,
2006-02-01,,2.0,,,,0.79,,,,27.85,,,,2006.0,10.254,,,,
2006-03-01,,3.0,,,,0.79,,,,27.85,,,,2006.0,10.777,,,,
2006-04-01,,4.0,,,,0.79,,,,27.85,,,,2006.0,12.433,,,,
