,Date,N+N mg/L N,flow cfs
0,2014-06-03,0.030000000000000023,6912.708333333333
1,2014-06-04,0.029999999999999957,6853.4375
2,2014-06-05,0.029999999999999957,6852.8125
3,2014-06-06,0.029999999999999957,6885.0
4,2014-06-07,0.030312499999999954,6866.354166666667
5,2014-06-08,0.031041666666666617,6762.8125
6,2014-06-09,0.031354166666666614,6870.9375
7,2014-06-10,0.031874999999999945,6997.1875
8,2014-06-11,0.031666666666666614,7133.333333333333
9,2014-06-12,0.031562499999999945,7250.729166666667
10,2014-06-13,0.03114583333333328,7192.395833333333
11,2014-06-14,0.029999999999999957,6965.520833333333
12,2014-06-15,0.029999999999999957,7605.9375
13,2014-06-16,0.029999999999999957,8126.979166666667
14,2014-06-17,0.029999999999999964,8230.208333333334
15,2014-06-18,0.029999999999999957,8110.416666666667
16,2014-06-19,0.029999999999999957,8006.041666666667
17,2014-06-20,0.030208333333333285,7939.791666666667
18,2014-06-21,0.02989583333333329,8157.1875
19,2014-06-22,0.02989583333333329,8274.375
20,2014-06-23,0.02895833333333331,8800.208333333334
21,2014-06-24,0.027604166666666652,9145.729166666666
22,2014-06-25,0.0278125,9543.541666666666
23,2014-06-26,0.02989583333333329,9657.8125
24,2014-06-27,0.02843749999999999,9696.770833333334
25,2014-06-28,0.029374999999999967,9622.916666666666
26,2014-06-29,0.028333333333333325,9485.0
27,2014-06-30,0.029578947368421017,9156.354166666666
28,2014-07-01,0.02989130434782605,8904.583333333334
29,2014-07-02,0.02989583333333329,8723.125
30,2014-07-03,0.029999999999999957,8593.4375
31,2014-07-04,0.02989583333333329,8337.604166666666
32,2014-07-05,0.029999999999999957,8101.875
33,2014-07-06,0.029791666666666623,8017.708333333333
34,2014-07-07,0.02697916666666668,8191.5625
35,2014-07-08,0.023437500000000014,8461.875
36,2014-07-09,0.02333333333333335,8629.791666666666
37,2014-07-10,0.02333333333333335,8776.770833333334
38,2014-07-11,0.022708333333333348,8825.9375
39,2014-07-12,0.026666666666666675,8767.1875
40,2014-07-13,0.02500000000000001,8586.041666666666
41,2014-07-14,0.026979166666666676,8814.270833333334
42,2014-07-15,0.025312500000000012,8991.458333333334
43,2014-07-16,0.02489583333333335,8698.020833333334
44,2014-07-17,0.020000000000000014,8516.25
45,2014-07-18,0.02010416666666668,8448.75
46,2014-07-19,0.020000000000000014,8489.791666666666
47,2014-07-20,0.02010416666666668,8391.5625
48,2014-07-21,0.02072916666666668,8567.8125
49,2014-07-22,0.02375000000000001,8888.125
50,2014-07-23,0.026354166666666668,9152.708333333334
51,2014-07-24,0.026979166666666676,9205.0
52,2014-07-25,0.025208333333333346,9229.375
53,2014-07-26,0.02666666666666667,8954.791666666666
54,2014-07-27,0.027291666666666662,8726.458333333334
55,2014-07-28,0.02395833333333335,8763.229166666666
56,2014-07-29,0.021250000000000015,8745.0
57,2014-07-30,0.021521739130434796,8693.958333333334
58,2014-07-31,0.021250000000000015,8411.5625
59,2014-08-01,0.02010416666666668,8095.208333333333
60,2014-08-02,0.020000000000000014,7956.145833333333
61,2014-08-03,0.020000000000000014,7908.333333333333
62,2014-08-04,0.02072916666666668,7963.125
63,2014-08-05,0.026249999999999978,8055.3125
64,2014-08-06,0.030624999999999954,8331.145833333334
65,2014-08-07,0.033124999999999974,8996.145833333334
66,2014-08-08,0.039375,9734.895833333334
67,2014-08-09,0.047604166666666586,10046.666666666666
68,2014-08-10,0.056666666666666615,9947.395833333334
69,2014-08-11,0.056559139784946214,9554.166666666666
70,2014-08-12,0.052499999999999915,8937.604166666666
71,2014-08-13,0.0440625,8740.208333333334
72,2014-08-14,0.03875,8731.145833333334
73,2014-08-15,0.03281249999999996,8368.958333333334
74,2014-08-16,0.03156249999999995,7927.083333333333
75,2014-08-17,0.03239583333333328,7779.583333333333
76,2014-08-18,0.034583333333333285,7645.208333333333
77,2014-08-19,0.036041666666666645,7685.416666666667
78,2014-08-20,0.03572916666666664,7832.604166666667
79,2014-08-21,0.03656249999999999,7865.416666666667
80,2014-08-22,0.038437500000000006,7801.875
81,2014-08-23,0.03875000000000003,8149.166666666667
82,2014-08-24,0.042604166666666644,8044.375
83,2014-08-25,0.04135416666666668,8124.166666666667
84,2014-08-26,0.04021505376344088,8227.916666666666
85,2014-08-27,0.04000000000000003,8289.895833333334
86,2014-08-28,0.03979166666666669,8465.520833333334
87,2014-08-29,0.04000000000000003,8692.5
88,2014-08-30,0.040416666666666684,9035.416666666666
89,2014-08-31,0.045624999999999936,9093.75
90,2014-09-01,0.04916666666666658,8908.333333333334
91,2014-09-02,0.05010416666666658,8777.083333333334
92,2014-09-03,0.050729166666666596,8820.416666666666
93,2014-09-04,0.050729166666666575,9106.041666666666
94,2014-09-05,0.049999999999999906,9235.0
95,2014-09-06,0.049999999999999906,9111.875
96,2014-09-07,0.049999999999999906,9023.645833333334
97,2014-09-08,0.049999999999999906,8872.395833333334
98,2014-09-09,0.049999999999999906,8769.375
99,2014-09-10,0.05312499999999998,8661.5625
100,2014-09-11,0.05666666666666662,8786.979166666666
101,2014-09-12,0.05187499999999994,8725.9375
102,2014-09-13,0.05062499999999989,8595.833333333334
